liveeatdrinktravel,Mississauga,Canada, female , 25-34 ,"['las vegas', ' nv', 'toronto', ' ontario', 'new york city', ' ny', 'miami beach', ' fl', 'halifax', ' nova scotia', 'mississauga', ' ontario', 'cambridge', ' ma', 'mabou', ' nova scotia', 'montreal', ' quebec', 'brookline', ' ma', 'cape breton island', ' nova scotia', 'charlottetown', ' prince edward island']","[' usa', ' canada']",[],"Amerispa, Montreal",,,5 of 5 stars,"
Very clean, nice atmosphere, and the receptionist Diane was lovely. Bathrobes, flip flops and towels were included, which was a nice touch. My dad and husband had massages which they enjoyed, and my sister and I spent the day going from sauna to pool to lounge. Very relaxing and a wonderful way to spend a day! Would highly recommend.
"
Caravaggio2013,Ottawa,Canada,,,"['montreal', ' quebec']",[' canada'],[],"MANN, Montreal",,,5 of 5 stars,"This past Saturday, I braved the cold weather and visited MANN for what has truly been the best hot towel shave I have ever experienced. I have had the opportunity to be treated to some grooming by some of the best barber shops in Canada (Ex: Truefitt & Hill in Toronto or Momentum Grooming in Vancouver). Gentlemen, mark my words, Anne-Marie, who took care of me, provided the best shaving I have ever experienced. She masters this unique and forgotten tradecraft and handles the straight razor like a skilled master. There are simply not enough barbers left who master such an art. A true perfectionist with delicate finesse, Anne-Marie is a true artist. Gentlemen, take note. As for MANN, you have a hidden gem in your hands. Kindest regards!"
Alexdubois99,Montreal,Montreal,,,"['montreal', ' quebec', 'pelham', ' ontario']",[' canada'],[],"MANN, Montreal",,,5 of 5 stars,Excellent Massage pour un hotel 4 toiles. Digne d'un 5 toiles! Je le recommande a tout le monde. Massage pour homme excellent aussi.
fonfon5,Montreal,Montreal, female , 35-49 ,"['daytona beach', ' fl', 'providenciales', 'boston', ' ma', 'fort lauderdale', ' fl', 'grand turk', 'montreal', ' quebec', 'plattsburgh', ' ny', 'playa santa lucia', 'barrie', ' ontario', 'calgary', ' alberta', 'cancun', 'frankfurt']","[' usa', ' turks and caicos', ' canada', ' cuba', ' mexico', ' germany']",[],"Amerispa, Montreal",,,3 of 5 stars,"
Outdoor spas, finish sauna and steam room were perfect. The massage service and treatments were very expensive and average at best. A 50 minute massage was $109.23!
"
anonymous493,Montreal,Canada,,,"['montreal', ' quebec']",[' canada'],[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"
Horrible Customer Service. I did not feel welcome at all. My Colon Hydrotherapist did not speak a word of english or french, so my many questions went unanswered. All he did was grunt. The receptionist had a very aggressive, unfriendly demeanour. Needless to say, I walked out without getting my treatment.
"
BlossomingNat,Montreal,Montreal, female , 25-34 ,"['montreal', ' quebec']",[' canada'],[],"Centre de Sante Renaissance, Montreal"," Spas
",,5 of 5 stars,"
We went there and there are two stations for Docteur Fish. So I was able to enjoy with my boyfriend a new experience the tickeling of the small fish and reading my book I was able to relax. There is no music but for me it is a distraction. I like to read quietly.
"
Etienne2012_12,Montreal,Canada,,,"['montreal', ' quebec', 'agra', 'amsterdam', 'antigua', 'assisi', 'atlanta', ' ga', 'bangkok', 'bathurst', ' new brunswick', 'berlin', 'boston', ' ma', 'cape maclear', 'chiang mai']","[' canada', ' india', ' the netherlands', ' guatemala', ' italy', ' usa', ' thailand', ' germany', ' malawi']",[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"Achat de l'offre sur Groupon d'une heure de massage sudois et une pdicure avec les poissons. Ds l'arrive, la rceptionniste montre clairement qu'on l'emmerde et qu'elle n'aurait jamais d mettre cette offre sur le site.  beaucoup plus de travail , furent ses paroles.

Il n'y a pas de local o mettre ses effets personnels et on ne vous donne pas de robe de chambre.

Mauvais service  la clientle, intrieur des annes 1990, musique d'ambiance seulement lors du massage et sortant d'une radio de mauvaise qualit.

Il faisait aussi trop froid dans l'immueuble. Les massothrapeutes ne parlaient mme pas franais.

La rceptionniste mentionne deux fois que le pourboire n'es pas inclu, et elle demande mme de laisser quelque chose  la fin.

Vraiment le pire spa o je suis all de toute ma vie."
Marbla,Montreal,Canada, female , 25-34 ,"['new orleans', ' la', 'brooklyn', ' ny', 'flushing', ' ny', 'montreal', ' quebec']","[' usa', ' canada']",[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"J'ai pris un bon sur Groupon pour bnficier du forfait massage + exfoliation du dos + sauna et pdicure fish  35$.

La dcoration horrible. J'y suis alle en plein hiver avec mes bottes. J'ai d enlever mes chaussures (jusque l c'est normal) pour marcher sur le tapis...o finalement tout le monde marche avec ses bottes d'hiver (imaginez vous a ?). L'isolation sonore de la salle de massage oubliez cela, on entend tout ce qui se dit dans les salles d' ct (j'ai d'ailleurs eu un fou rire quand j'ai entendu la voix de mon amie lol).

Le massage : la rceptionniste m'a demand si je prfrais un homme ou une femme par contre elle n'a pas pos la question  mes amies qui taient arrives en retard. Le masseur tait trs bien (mais j'ai connu mieux quand mme). Il n'a pas eu de gestes indlicats.

L'exfoliation du dos : je la dcrirai comme tant nergique ! Le masseur ne m'a pas prvenu du coup comme c'tait froid c'tait super dsagrable.

Le sauna : je ne m'attendais pas  a. C'est tout petit. Aucun intrt.

La pdicure Fish : on voulait le faire ensemble avec mes amies. Nous tions  trois pour un bac... Trs peu de poisson, pour ma part ils m'ont bien bouff lol. Idem pas de serviette pour s'essuyer...enfin nous avons utilis celle que nous avions ramen !

J'ai eu mon reu pour les assurances sans problmes par contre mon amie a constat que le nom apparaissant sur le sien n'tait pas conforme au nom que lui avait donn son masseur.

Pour moi c'tait la premire et la dernire fois. Les services n'taient pas vraiment  la hauteur."
Marc1407,,,,,"['montreal', ' quebec']",[' canada'],[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"Premirement,  notre arriv la rceptionniste a pris plusieurs minutes avant de finalement nous accueillir (si on peut appeler a ainsi). Elle ne semblait pas comprendre lorsqu'on lui parlait et avais de la misre  s'exprimer. En gros: dcor mdiocre, personnel non qualifi, ambiance aucunement relaxante, gros manque organisation. Par exemple: le personnel entre et sort a tout moment pendant les soins ce qui empche la relaxation, pour nous essuyer les pied aprs le happy fish la rceptionniste nous a donner 2 morceaux de PAPIER ESSUI TOUT !! Et pendant la sance elle est venu 2 fois donner des coup de pied sur les bassins  poissons en riant RIDICULE!!!! Et c'est sans parler du massage !!!!!!!!! Le pire massage de ma vie a moi et ma copine!!!!! Les masso n'taient certainement pas qualifi et n'avait apparemment aucune exprience! En gros un massage qui tirait sur la peau par manque d'huile, aucune musique, geste brusque et trop fort n'importe ou et n'importe comment, chambre minuscule toujours entrain de m'accrocher la tte et tout au long du massage on pouvais entendre le personnel parl trs fort !!!

Finalement  notre sortie ils on eu l'audace de nous demander du pourboire pour les masseuses nul.
Je lui est rpondu que nous n'tions pas satisfait et nous somme partie!

Bref nous avons encore plus mal dans le corps que avant le massage!!!! Svp ne gaspillez pas votre argent a cette endroit !!!!! MEDIOCREEEEEE !!!!!!"
Sandrinesandrine,,,,,"['montreal', ' quebec']",[' canada'],[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"PIRE EXPRIENCE DE MASSAGE de toute ma vie. Sincrement. Je suis alle aujourd'hui mme pour un massage (fait par quelqu'un certainement pas qualifi), un sauna et trainement des pieds par poissons. J'ai quitt tout de suite apres le ""massage"" j'tait si tendue musculairement, mais surtout motionellement!! Je suis partie sans faire mes deux autres soins, insulte plus que jamais tant ce massage tait mdiocre. L'homme, qui n'avait certainement pas de formation de massothrapeute, m'a tellement fait mal et mme brul la peau tellement la friction tait intense (technique que je n'avais jamais vu auparavant), tous ses gestes taient stressants et dsagrables et il ma mme flatt l'entre jambe et les fesses, mais pas  des fin thrapeutique... Le haut de l'entre jambe.. de faon trs dplace!!!! J'ai du l'arrter et descendre la couverte qu'il avait trop monte..! Tout ce que je voulait c'tait que ce SUPLICE se termine. Une plainte sera dpos."
Luckygirl98,"Montreal,Canada","Montreal,Canada",,,"['montreal', ' quebec', 'paris', 'quebec city', ' quebec']","[' canada', ' france']",[],"Centre de Sante Renaissance, Montreal"," Spas
",,1 of 5 stars,"J'y suis alle pour un sauna + massage avec un bon Groupon. Accueil correct mme si la personne ne parle ni franais ni anglais apparemment. Sauna correct, pas le grand luxe mais a fait l'affaire. Par contre pour la masseuse : un dsastre au point que j'ai demand  arrter le massage 20 minutes avant la fin. Une masseuse brutale (!!!) qui me frappait plus qu'elle me massait, qui m'attrapait les bras et les jambes comme de gros morceaux de viande et qui est alle jusqu' se mettre en colre parce que je ne me dtendais pas !!! C'est  ce moment l que j'ai dit STOP. Elle m'a rpondu agressivement ""jen 'ai pas fini"" et je lui dit ""moi, si !!!"". Je m'y tais rendue plusieurs fois avant avec des bons Groupon et je constate que les masseurs et masseuses changent tout le temps, d'un mois sur l'autre, on ne sait jamais sur qui on va tomber. Mais l, c'est la goutte d'eau qui a fait dborder le vase : PLUS JAMAIS !!!"
SkydogVT,Milton,Vermont, male , 35-49 ,"['burlington', ' vt', 'montreal', ' quebec', 'kuala lumpur', 'washington dc', ' dc', 'new orleans', ' la', 'colchester', ' vt', 'essex', ' vt', 'stowe', ' vt', 'milton', ' vt', 'south burlington', ' vt', 'seattle', ' wa', 'paris']","[' usa', ' canada', ' malaysia', ' france']","[u'Dad, IT Geek, photographer, and aviation junkie. ']","Crescent Street, Montreal"," Landmarks/ Points of Interest
",,4 of 5 stars,"
If you're looking for clubs, discotheques, and want to party with friends, this is the spot. Very popular with the locals and visitors. Great place to watch fancy limousines drive by with party goers.
"
wholisa85,Pasadena,California, female , 25-34 ,"['boston', ' ma', 'montreal', ' quebec', 'madrid', 'san diego', ' ca', 'san pedro', 'honolulu', ' hi', 'pittsburgh', ' pa', 'san juan', 'barcelona', 'el yunque national forest', 'los angeles', ' ca', 'santa barbara', ' ca']","[' usa', ' canada', ' spain', ' belize', ' puerto rico']",[],"Crescent Street, Montreal"," Landmarks/ Points of Interest
",,5 of 5 stars,"
This is the street where many of the bars are located. In the evenings, this street is completely different feel and you can feel the energy of this vibrant city. Check it out. They have all sorts of bars and restaurants on this street.
"
